location,size,total_sqft,bath,price,bhk,price_per_sqft
Haralur Road,2 BHK,1243.0,2.0,45.0,2,3620.2735317779566
Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Haralur Road,3 BHK,1650.0,3.0,100.0,3,6060.606060606061
Haralur Road,3 BHK,1580.0,3.0,73.0,3,4620.2531645569625
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Haralur Road,4 BHK,2805.0,4.0,154.0,4,5490.196078431372
Haralur Road,3 BHK,1520.0,2.0,96.0,3,6315.789473684211
Haralur Road,3 BHK,1510.0,3.0,83.05,3,5500.0
Haralur Road,2 BHK,1056.0,2.0,65.0,2,6155.30303030303
Haralur Road,3 BHK,1810.0,3.0,100.0,3,5524.861878453039
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1 BHK,575.0,1.0,38.0,1,6608.695652173913
Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Haralur Road,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
Haralur Road,3 BHK,1850.0,3.0,120.0,3,6486.486486486487
Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Haralur Road,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,3 BHK,1710.0,3.0,85.0,3,4970.7602339181285
Haralur Road,3 BHK,1730.0,3.0,95.0,3,5491.329479768786
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,3 BHK,1817.0,3.0,110.0,3,6053.935057787562
Haralur Road,2 BHK,1225.0,2.0,77.0,2,6285.714285714285
Haralur Road,2 BHK,1285.0,2.0,78.0,2,6070.038910505837
Haralur Road,2 BHK,1225.0,2.0,67.48,2,5508.571428571428
Haralur Road,2 BHK,1225.0,2.0,69.84,2,5701.224489795918
Haralur Road,2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
Haralur Road,2 BHK,1315.0,2.0,85.0,2,6463.878326996198
Haralur Road,3 BHK,1976.0,3.0,92.0,3,4655.87044534413
Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769.2307692307695
Haralur Road,2 BHK,1309.0,2.0,82.0,2,6264.323911382735
Haralur Road,2 BHK,1027.0,1.0,44.0,2,4284.323271665044
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
Haralur Road,2 BHK,1300.0,2.0,75.0,2,5769.2307692307695
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,3 BHK,1890.0,3.0,84.0,3,4444.444444444444
Haralur Road,2 BHK,1230.0,2.0,67.65,2,5500.000000000001
Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Haralur Road,2 BHK,1092.0,2.0,44.0,2,4029.3040293040294
Haralur Road,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Haralur Road,3 BHK,1255.0,3.0,90.0,3,7171.314741035857
Haralur Road,3 BHK,1735.0,3.0,97.0,3,5590.778097982709
Haralur Road,3 BHK,1810.0,3.0,97.83,3,5404.972375690608
Haralur Road,2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,3 BHK,1810.0,3.0,112.0,3,6187.845303867403
Harlur,2 BHK,1508.0,2.0,77.0,2,5106.100795755968
Harlur,3 BHK,1752.12,3.0,135.0,3,7704.951715635916
Harlur,3 BHK,2450.0,3.0,120.0,3,4897.959183673469
Harlur,3 BHK,1460.0,3.0,73.0,3,5000.0
Harlur,3 BHK,1709.0,3.0,150.0,3,8777.062609713283
Harlur,2 BHK,1174.0,2.0,69.0,2,5877.342419080068
Harlur,2 BHK,1033.0,2.0,49.0,2,4743.465634075508
Harlur,2 BHK,1197.0,2.0,84.0,2,7017.543859649123
Harlur,3 BHK,1757.0,3.0,132.0,3,7512.805919180421
Harlur,2 BHK,1174.0,2.0,76.0,2,6473.594548551959
Harlur,3 BHK,1754.0,3.0,125.0,3,7126.567844925884
Harlur,2 BHK,1290.0,2.0,85.0,2,6589.147286821705
Harlur,3 BHK,1752.12,3.0,116.0,3,6620.551103805676
Harlur,3 BHK,1754.0,3.0,135.0,3,7696.693272519954
Harlur,3 BHK,1754.0,3.0,124.0,3,7069.555302166476
Harlur,2 BHK,1152.0,2.0,69.0,2,5989.583333333333
Harlur,2 BHK,1290.0,2.0,87.0,2,6744.186046511628
Harlur,3 BHK,1749.0,3.0,115.0,3,6575.18582046884
Harlur,4 Bedroom,3385.0,4.0,260.0,4,7680.945347119646
Harlur,3 BHK,1758.0,3.0,133.0,3,7565.415244596132
Harlur,4 BHK,1884.0,4.0,120.0,4,6369.426751592357
Harlur,2 BHK,1197.0,2.0,79.0,2,6599.832915622389
Harlur,2 BHK,1174.0,2.0,78.0,2,6643.9522998296425
Harlur,3 BHK,1730.0,3.0,100.0,3,5780.346820809248
Harlur,3 BHK,2138.0,3.0,110.0,3,5144.9953227315245
Harlur,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
Harlur,2 BHK,1197.0,2.0,79.0,2,6599.832915622389
Harlur,3 BHK,1749.0,3.0,112.0,3,6403.659233847913
Harlur,2 BHK,1174.0,2.0,75.0,2,6388.415672913117
Harlur,3 BHK,1750.0,3.0,136.0,3,7771.428571428572
Harlur,3 BHK,1620.0,3.0,110.0,3,6790.123456790124
Harlur,3 BHK,1414.0,3.0,77.5,3,5480.905233380481
Harlur,3 BHK,1630.0,3.0,95.1,3,5834.355828220859
Harlur,3 BHK,1762.0,3.0,133.0,3,7548.240635641317
Harlur,3 BHK,1756.0,3.0,131.0,3,7460.136674259681
Harlur,3 BHK,1755.0,3.0,130.0,3,7407.407407407408
Harlur,3 BHK,1864.0,3.0,140.0,3,7510.729613733905
Harlur,2 BHK,1331.0,2.0,88.0,2,6611.570247933884
Harlur,3 BHK,1752.12,3.0,133.0,3,7590.80428281168
Harlur,2 BHK,1133.0,2.0,55.0,2,4854.368932038835
Harlur,3 BHK,1756.0,3.0,128.0,3,7289.293849658315
Harlur,3 BHK,1749.0,3.0,120.0,3,6861.06346483705
Harlur,2 BHK,1197.0,2.0,82.0,2,6850.459482038429
Harlur,2 BHK,1303.0,2.0,90.0,2,6907.137375287797
Harlur,3 BHK,1754.0,3.0,132.0,3,7525.655644241733
Harlur,2 BHK,1174.0,2.0,75.0,2,6388.415672913117
Harlur,3 BHK,1756.0,3.0,134.0,3,7630.979498861047
Harlur,2 BHK,1197.0,2.0,78.0,2,6516.290726817043
Harlur,2 BHK,1290.0,2.0,89.9,2,6968.992248062015
Harlur,2 BHK,1386.0,2.0,85.0,2,6132.7561327561325
Harlur,2 BHK,1174.0,2.0,74.0,2,6303.236797274276
Harlur,2 BHK,1174.0,2.0,78.0,2,6643.9522998296425
Harlur,3 BHK,1710.0,3.0,85.0,3,4970.7602339181285
Harlur,3 BHK,1755.0,3.0,115.0,3,6552.706552706552
Harlur,4 BHK,2820.0,4.0,153.5,4,5443.262411347518
Harlur,4 BHK,2569.0,4.0,175.0,4,6811.989100817439
Harlur,3 BHK,1710.0,3.0,85.0,3,4970.7602339181285
Harlur,2 BHK,1197.0,2.0,77.0,2,6432.748538011696
Harlur,3 BHK,1752.12,3.0,125.0,3,7134.214551514737
Harlur,4 BHK,2569.0,5.0,180.0,4,7006.617360840794
Harlur,2 BHK,1225.0,2.0,56.0,2,4571.428571428572
Harlur,2 BHK,1197.0,2.0,76.0,2,6349.206349206349
Harlur,3 BHK,2137.0,3.0,110.0,3,5147.402901263454
Harlur,2 BHK,1197.0,2.0,75.0,2,6265.664160401003
Harlur,3 BHK,1755.0,3.0,117.0,3,6666.666666666667
Harlur,2 BHK,1197.0,2.0,79.9,2,6675.020885547202
Harlur,2 BHK,936.0,2.0,45.0,2,4807.692307692308
Harlur,4 BHK,2990.0,4.0,225.0,4,7525.083612040134
Harlur,2 BHK,1370.0,2.0,88.0,2,6423.3576642335765
Harlur,2 BHK,1335.0,2.0,72.76,2,5450.187265917603
Hebbal,3 BHK,1760.0,2.0,123.0,3,6988.636363636364
Hebbal,4 BHK,5611.5,4.0,477.0,4,8500.400962309543
Hebbal,3 BHK,1900.0,3.0,119.0,3,6263.1578947368425
Hebbal,2 BHK,1349.0,2.0,98.2,2,7279.466271312083
Hebbal,4 BHK,2483.0,5.0,212.0,4,8538.058799838904
Hebbal,3 BHK,1760.0,2.0,130.0,3,7386.363636363636
Hebbal,3 BHK,1920.0,3.0,134.0,3,6979.166666666667
Hebbal,2 BHK,1337.0,2.0,82.0,2,6133.1338818249815
Hebbal,2 BHK,1349.0,2.0,98.0,2,7264.6404744255005
Hebbal,3 BHK,1255.0,2.0,77.68,3,6189.641434262949
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Hebbal,3 BHK,1790.0,3.0,127.0,3,7094.972067039106
Hebbal,2 BHK,687.325,2.0,42.72,2,6215.40028370858
Hebbal,4 BHK,2790.0,5.0,198.0,4,7096.774193548387
Hebbal,3 BHK,1985.0,4.0,189.0,3,9521.410579345089
Hebbal,4 BHK,2483.0,5.0,215.0,4,8658.880386629078
Hebbal,2 BHK,1080.0,2.0,54.0,2,5000.0
Hebbal,2 BHK,812.0,2.0,55.0,2,6773.399014778325
Hebbal,4 BHK,2790.0,4.0,198.0,4,7096.774193548387
Hebbal,2 BHK,1075.0,2.0,52.0,2,4837.209302325581
Hebbal,4 BHK,3067.0,4.0,230.0,4,7499.184871209651
Hebbal,3 BHK,2526.0,2.0,250.0,3,9897.070467141726
Hebbal,4 BHK,3067.0,4.0,230.0,4,7499.184871209651
Hebbal,3 BHK,1255.0,2.0,77.68,3,6189.641434262949
Hebbal,2 BHK,823.0,2.0,50.63,2,6151.883353584447
Hebbal,2 BHK,1420.0,2.0,123.0,2,8661.971830985916
Hebbal,3 BHK,1069.0,3.0,65.4,3,6117.867165575305
Hebbal,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
Hebbal,4 BHK,4235.0,4.0,365.0,4,8618.654073199528
Hebbal,3 BHK,1700.0,3.0,124.0,3,7294.117647058823
Hebbal,4 BHK,3960.0,5.0,386.0,4,9747.474747474747
Hebbal,3 BHK,1550.0,2.0,75.0,3,4838.709677419355
Hebbal,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Hebbal,2 BHK,1440.0,2.0,115.0,2,7986.111111111111
Hebbal,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Hebbal,3 BHK,2400.0,4.0,180.0,3,7500.0
Hebbal,3 BHK,1255.0,2.0,77.68,3,6189.641434262949
Hebbal,2 BHK,1420.0,2.0,107.0,2,7535.211267605634
Hebbal,2 BHK,1320.0,2.0,92.0,2,6969.69696969697
Hebbal,2 BHK,919.0,2.0,49.0,2,5331.882480957563
Hebbal,3 BHK,1645.0,3.0,135.0,3,8206.686930091186
Hebbal,3 BHK,2080.0,3.0,175.0,3,8413.461538461539
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Hebbal,4 BHK,2483.0,5.0,230.0,4,9262.988320579943
Hebbal,3 BHK,2600.0,3.0,195.0,3,7500.0
Hebbal,3 BHK,1645.0,3.0,117.0,3,7112.462006079028
Hebbal,2 BHK,1251.0,2.0,88.73,2,7092.725819344524
Hebbal,3 BHK,1645.0,3.0,121.0,3,7355.623100303951
Hebbal,3 BHK,1760.0,3.0,123.0,3,6988.636363636364
Hebbal,4 BHK,2790.0,4.0,198.0,4,7096.774193548387
Hebbal,4 BHK,3960.0,5.0,386.0,4,9747.474747474747
Hebbal,3 BHK,1645.0,3.0,120.0,3,7294.83282674772
Hebbal,3 BHK,1255.0,2.0,90.0,3,7171.314741035857
Hebbal,3 BHK,1645.0,3.0,117.0,3,7112.462006079028
Hebbal,3 BHK,1255.0,3.0,77.68,3,6189.641434262949
Hebbal,3 BHK,1586.0,3.0,90.0,3,5674.653215636822
Hebbal,3 BHK,1636.0,3.0,119.0,3,7273.838630806846
Hebbal,3 BHK,1255.0,2.0,95.0,3,7569.721115537848
Hebbal,4 BHK,2790.0,4.0,198.0,4,7096.774193548387
Hebbal,3 BHK,1269.0,2.0,73.0,3,5752.561071710008
Hebbal,3 BHK,1255.0,2.0,95.0,3,7569.721115537848
Hebbal,2 BHK,1088.0,2.0,61.45,2,5647.97794117647
Hebbal,2 BHK,1349.0,2.0,97.8,2,7249.814677538918
Hebbal,3 BHK,1255.0,3.0,77.68,3,6189.641434262949
Hebbal,2 BHK,1344.0,2.0,108.0,2,8035.714285714285
Hebbal,3 BHK,1255.0,2.0,90.0,3,7171.314741035857
Hebbal,3 BHK,1255.0,3.0,77.68,3,6189.641434262949
Hebbal,2 BHK,1138.0,2.0,110.0,2,9666.080843585238
Hebbal,4 BHK,2790.0,5.0,204.0,4,7311.8279569892475
Hebbal,2 BHK,1088.0,2.0,62.0,2,5698.529411764706
Hebbal,3 BHK,1987.0,4.0,165.0,3,8303.975842979366
Hebbal,4 BHK,2790.0,5.0,198.0,4,7096.774193548387
Hebbal,2 BHK,1299.0,2.0,100.0,2,7698.229407236336
Hebbal,2 BHK,1200.0,2.0,60.0,2,5000.0
Hebbal,3 BHK,1645.0,3.0,117.0,3,7112.462006079028
Hebbal,2 BHK,1390.0,2.0,95.0,2,6834.53237410072
Hebbal,2 BHK,1333.0,2.0,100.0,2,7501.875468867217
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Hebbal,3 BHK,2650.0,4.0,199.0,3,7509.433962264151
Hebbal,3 BHK,1800.0,3.0,140.0,3,7777.777777777777
Hebbal,3 BHK,1860.0,3.0,95.0,3,5107.5268817204305
Hebbal,4 BHK,2470.0,4.0,203.0,4,8218.623481781377
Hebbal,3 BHK,1255.0,2.0,95.0,3,7569.721115537848
Hebbal,2 BHK,1333.0,2.0,104.0,2,7801.950487621905
Hebbal,3 BHK,1645.0,3.0,117.0,3,7112.462006079028
Hebbal,3 BHK,2600.0,3.0,199.0,3,7653.846153846154
Hebbal,2 BHK,1345.0,2.0,97.0,2,7211.8959107806695
Hebbal,3 BHK,1110.0,3.0,59.0,3,5315.315315315315
Hebbal,2 BHK,985.0,2.0,62.0,2,6294.416243654822
Hebbal,2 BHK,1320.0,2.0,91.0,2,6893.939393939394
Hebbal,3 BHK,2388.0,3.0,195.0,3,8165.829145728643
Hebbal,2 BHK,1040.0,2.0,55.0,2,5288.461538461538
Hebbal,3 BHK,1315.0,3.0,65.0,3,4942.9657794676805
Hebbal,3 BHK,2600.0,3.0,195.0,3,7500.0
Hebbal,2 BHK,1075.0,2.0,52.0,2,4837.209302325581
Hebbal,4 BHK,2630.0,5.0,188.0,4,7148.28897338403
Hebbal,4 BHK,2790.0,5.0,198.0,4,7096.774193548387
Hebbal,3 BHK,1645.0,3.0,113.0,3,6869.300911854103
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Hebbal,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
Hebbal,3 BHK,1590.0,3.0,96.0,3,6037.735849056604
Hebbal,2 BHK,1162.0,2.0,69.0,2,5938.037865748709
Hebbal,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
Hebbal,4 BHK,4235.0,5.0,364.0,4,8595.04132231405
Hebbal,2 BHK,1299.0,2.0,97.0,2,7467.282525019245
Hebbal,3 BHK,1255.0,3.0,77.68,3,6189.641434262949
Hebbal,4 BHK,2470.0,5.0,192.0,4,7773.27935222672
Hebbal,3 BHK,1645.0,3.0,117.0,3,7112.462006079028
Hebbal,3 BHK,1920.0,3.0,134.0,3,6979.166666666667
Hebbal,3 BHK,1920.0,3.0,150.0,3,7812.5
Hebbal,4 BHK,2375.0,4.0,189.0,4,7957.894736842105
Hebbal,2 BHK,1420.0,2.0,99.26,2,6990.140845070423
Hebbal,2 BHK,1252.0,2.0,92.0,2,7348.242811501597
Hebbal,4 BHK,2790.0,4.0,198.0,4,7096.774193548387
Hebbal,2 BHK,1162.0,2.0,59.0,2,5077.452667814114
Hebbal,2 BHK,1294.0,2.0,115.0,2,8887.171561051005
Hebbal,2 BHK,1150.0,2.0,57.0,2,4956.521739130435
Hebbal,3 BHK,1740.0,2.0,137.0,3,7873.563218390805
Hebbal,3 BHK,1430.0,3.0,85.0,3,5944.055944055944
Hebbal,3 BHK,1662.0,3.0,155.0,3,9326.113116726836
Hebbal,3 BHK,2250.0,3.0,219.0,3,9733.333333333334
Hebbal,2 BHK,1349.0,2.0,98.0,2,7264.6404744255005
Hebbal,2 BHK,1349.0,2.0,96.8,2,7175.685693106005
Hebbal Kempapura,3 BHK,1700.0,3.0,155.0,3,9117.64705882353
Hebbal Kempapura,3 BHK,1800.0,3.0,175.0,3,9722.222222222223
Hebbal Kempapura,3 BHK,2900.0,4.0,300.0,3,10344.827586206897
Hebbal Kempapura,3 BHK,3522.0,3.0,380.0,3,10789.324247586599
Hebbal Kempapura,5 Bedroom,2280.0,5.0,200.0,5,8771.929824561403
Hebbal Kempapura,2 Bedroom,1200.0,2.0,125.0,2,10416.666666666666
Hebbal Kempapura,3 BHK,2900.0,4.0,240.0,3,8275.862068965518
Hebbal Kempapura,4 BHK,3900.0,5.0,360.0,4,9230.76923076923
Hebbal Kempapura,2 BHK,1300.0,2.0,102.0,2,7846.153846153846
Hebbal Kempapura,3 BHK,1466.0,2.0,140.0,3,9549.795361527968
Hebbal Kempapura,4 BHK,3900.0,5.0,310.0,4,7948.717948717948
Hebbal Kempapura,3 BHK,1725.0,2.0,165.0,3,9565.217391304348
Hebbal Kempapura,3 Bedroom,1200.0,3.0,125.0,3,10416.666666666666
Hebbal Kempapura,3 BHK,3408.0,3.0,260.0,3,7629.107981220657
Hebbal Kempapura,2 BHK,1485.0,3.0,132.0,2,8888.888888888889
Hebbal Kempapura,2 BHK,1400.0,2.0,108.0,2,7714.285714285715
Hebbal Kempapura,3 BHK,1800.0,3.0,150.0,3,8333.333333333334
Hebbal Kempapura,5 Bedroom,2400.0,5.0,200.0,5,8333.333333333334
Hebbal Kempapura,5 Bedroom,2800.0,5.0,220.0,5,7857.142857142857
Hebbal Kempapura,3 BHK,1785.0,3.0,165.0,3,9243.697478991597
Hebbal Kempapura,4 BHK,3729.0,4.0,384.0,4,10297.666934835077
Hebbal Kempapura,3 BHK,1600.0,3.0,170.0,3,10625.0
Hebbal Kempapura,3 BHK,1730.0,3.0,175.0,3,10115.606936416185
Hebbal Kempapura,4 Bedroom,2485.0,4.0,198.0,4,7967.806841046277
Hegde Nagar,3 BHK,1569.0,3.0,101.0,3,6437.221159974506
Hegde Nagar,6 Bedroom,3000.0,7.0,210.0,6,7000.0
Hegde Nagar,3 BHK,2026.0,3.0,132.0,3,6515.301085883514
Hegde Nagar,3 BHK,1801.0,3.0,115.0,3,6385.341476957246
Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2,5333.333333333333
Hegde Nagar,2 BHK,1341.0,2.0,97.0,2,7233.407904548844
Hegde Nagar,3 BHK,2112.95,4.0,145.0,3,6862.443503159091
Hegde Nagar,4 Bedroom,1200.0,4.0,83.0,4,6916.666666666667
Hegde Nagar,3 BHK,1703.0,3.0,113.0,3,6635.3493834409865
Hegde Nagar,3 BHK,1570.0,3.0,105.0,3,6687.898089171975
Hegde Nagar,3 BHK,1801.0,3.0,140.0,3,7773.459189339256
Hegde Nagar,3 BHK,1584.01,3.0,103.0,3,6502.484201488627
Hegde Nagar,3 BHK,1965.0,4.0,125.0,3,6361.323155216285
Hegde Nagar,2 Bedroom,1200.0,2.0,75.0,2,6250.0
Hegde Nagar,3 BHK,1847.0,3.0,135.0,3,7309.1499729290745
Hegde Nagar,3 BHK,1965.0,4.0,132.0,3,6717.557251908397
Hegde Nagar,3 BHK,1703.0,3.0,125.0,3,7339.988256018791
Hegde Nagar,3 BHK,1847.0,3.0,125.0,3,6767.73145641581
Hegde Nagar,3 BHK,2144.6,4.0,145.0,3,6761.167583698592
Hegde Nagar,3 BHK,1718.0,3.0,119.0,3,6926.6589057043075
Hegde Nagar,3 BHK,1847.0,3.0,123.0,3,6659.447753113156
Hegde Nagar,2 BHK,1340.0,2.0,72.0,2,5373.134328358209
Hegde Nagar,3 BHK,2087.01,3.0,115.0,3,5510.275465857853
Hegde Nagar,3 BHK,1703.0,3.0,130.0,3,7633.587786259542
Hegde Nagar,3 BHK,2087.01,4.0,135.0,3,6468.584242528785
Hegde Nagar,3 BHK,1718.0,3.0,130.0,3,7566.938300349243
Hegde Nagar,3 BHK,1884.0,4.0,118.0,3,6263.2696390658175
Hegde Nagar,3 BHK,1930.0,4.0,122.0,3,6321.243523316062
Hegde Nagar,3 BHK,1584.01,3.0,104.0,3,6565.615116066187
Hegde Nagar,3 BHK,1168.0,2.0,68.0,3,5821.917808219178
Hegde Nagar,3 BHK,2162.03,4.0,129.0,3,5966.614709324107
Hegde Nagar,3 BHK,2087.01,4.0,160.0,3,7666.470213367448
Hegde Nagar,2 Bedroom,1000.0,2.0,66.0,2,6600.0
Hegde Nagar,3 BHK,1348.0,2.0,80.5,3,5971.810089020772
Hennur,2 BHK,1075.0,2.0,52.0,2,4837.209302325581
Hennur,2 BHK,1255.0,2.0,52.32,2,4168.924302788844
Hennur,2 BHK,1225.0,2.0,57.0,2,4653.061224489796
Hennur,2 BHK,1255.0,2.0,57.5,2,4581.673306772908
Hennur,2 BHK,1259.0,2.0,57.0,2,4527.4027005559965
Hennur,2 BHK,1255.0,2.0,53.5,2,4262.948207171315
Hennur,2 BHK,1285.0,2.0,60.0,2,4669.260700389105
Hennur,2 BHK,1285.0,2.0,60.0,2,4669.260700389105
Hennur,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
Hennur,2 BHK,1231.0,2.0,48.0,2,3899.268887083672
Hennur,2 BHK,1255.0,2.0,58.0,2,4621.5139442231075
Hennur,2 BHK,1040.0,2.0,42.12,2,4050.0
Hennur,2 BHK,1255.0,2.0,54.5,2,4342.629482071713
Hennur,2 BHK,1041.0,2.0,40.6,2,3900.0960614793466
Hennur,3 BHK,1340.0,3.0,54.24,3,4047.7611940298507
Hennur,2 BHK,1255.0,2.0,55.5,2,4422.310756972111
Hennur,3 BHK,1260.0,2.0,52.0,3,4126.984126984127
Hennur,2 BHK,1231.0,2.0,50.0,2,4061.7384240454917
Hennur,5 Bedroom,2500.0,5.0,125.0,5,5000.0
Hennur,2 BHK,1160.0,2.0,49.0,2,4224.137931034483
Hennur,3 BHK,2400.0,3.0,135.0,3,5625.0
Hennur,2 BHK,1255.0,2.0,53.5,2,4262.948207171315
Hennur,2 BHK,1255.0,2.0,55.5,2,4422.310756972111
Hennur,2 BHK,1100.0,2.0,44.55,2,4050.0
Hennur,2 BHK,1255.0,2.0,57.5,2,4581.673306772908
Hennur,2 BHK,960.0,2.0,48.0,2,5000.0
Hennur,2 BHK,1020.0,2.0,48.0,2,4705.882352941177
Hennur,2 BHK,1255.0,2.0,52.32,2,4168.924302788844
Hennur,2 BHK,1295.0,2.0,64.0,2,4942.084942084942
Hennur,3 BHK,1935.0,3.0,102.0,3,5271.3178294573645
Hennur,3 BHK,1655.0,2.0,70.5,3,4259.818731117824
Hennur,3 BHK,1345.0,2.0,69.0,3,5130.111524163569
Hennur,2 BHK,1255.0,2.0,58.0,2,4621.5139442231075
Hennur,2 BHK,1420.0,2.0,62.0,2,4366.197183098591
Hennur,2 BHK,1155.0,2.0,54.5,2,4718.614718614718
Hennur,2 BHK,1255.0,2.0,52.32,2,4168.924302788844
Hennur,2 BHK,1255.0,2.0,52.35,2,4171.314741035857
Hennur,3 BHK,1340.0,2.0,54.27,3,4050.0
Hennur,2 BHK,1255.0,2.0,54.5,2,4342.629482071713
Hennur,3 BHK,1830.0,2.0,113.0,3,6174.863387978142
Hennur,3 BHK,1830.5,3.0,84.205,3,4600.109259765091
Hennur,2 BHK,1255.0,2.0,55.5,2,4422.310756972111
Hennur,2 BHK,1255.0,2.0,53.57,2,4268.525896414342
Hennur,2 BHK,1255.0,2.0,56.5,2,4501.99203187251
Hennur,2 BHK,1050.0,2.0,42.73,2,4069.5238095238096
Hennur,2 BHK,1295.0,2.0,62.0,2,4787.644787644787
Hennur Road,3 BHK,2089.0,3.0,140.0,3,6701.771182383915
Hennur Road,8 Bedroom,5000.0,8.0,250.0,8,5000.0
Hennur Road,2 BHK,1385.0,2.0,83.09,2,5999.27797833935
Hennur Road,2 BHK,1317.5,2.0,63.77,2,4840.2277039848195
Hennur Road,3 BHK,1500.0,2.0,62.0,3,4133.333333333333
Hennur Road,3 Bedroom,2264.0,3.0,159.0,3,7022.968197879859
Hennur Road,2 BHK,1157.0,2.0,84.0,2,7260.155574762316
Hennur Road,3 BHK,1904.0,3.0,120.0,3,6302.5210084033615
Hennur Road,3 BHK,1891.0,3.0,109.0,3,5764.1459545214175
Hennur Road,3 BHK,1561.0,3.0,95.0,3,6085.842408712364
Hennur Road,3 BHK,1192.0,2.0,60.0,3,5033.557046979866
Hennur Road,3 BHK,2060.0,3.0,149.0,3,7233.0097087378645
Hennur Road,3 BHK,1482.0,2.0,92.0,3,6207.827260458839
Hennur Road,2 BHK,1232.0,2.0,89.0,2,7224.025974025974
Hennur Road,2 BHK,1065.0,2.0,42.6,2,4000.0
Hennur Road,3 BHK,1482.0,2.0,83.73,3,5649.797570850203
Hennur Road,3 BHK,1482.0,2.0,87.0,3,5870.4453441295545
Hennur Road,3 BHK,1891.0,3.0,139.0,3,7350.608143839238
Hennur Road,3 BHK,1703.0,3.0,101.0,3,5930.710510863182
Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650.162337662337
Hennur Road,2 BHK,987.0,2.0,49.0,2,4964.5390070921985
Hennur Road,3 BHK,1804.0,3.0,102.0,3,5654.10199556541
Hennur Road,3 BHK,2160.0,3.0,160.0,3,7407.407407407408
Hennur Road,3 BHK,1186.0,2.0,63.0,3,5311.973018549747
Hennur Road,3 BHK,1680.0,3.0,99.27,3,5908.928571428572
Hennur Road,2 BHK,1065.0,2.0,42.6,2,4000.0
Hennur Road,2 BHK,1385.0,2.0,83.09,2,5999.27797833935
Hennur Road,3 BHK,1186.0,2.0,56.0,3,4721.753794266442
Hennur Road,3 BHK,2350.0,3.0,174.0,3,7404.255319148936
Hennur Road,3 BHK,1586.0,3.0,93.94,3,5923.076923076923
Hennur Road,3 BHK,1975.0,3.0,123.0,3,6227.848101265823
Hennur Road,3 BHK,1290.0,2.0,94.5,3,7325.581395348837
Hennur Road,2 BHK,901.0,2.0,49.5,2,5493.895671476138
Hennur Road,3 BHK,1445.0,3.0,86.56,3,5990.311418685121
Hennur Road,3 BHK,1482.0,2.0,97.0,3,6545.209176788124
Hennur Road,2 BHK,1182.0,2.0,82.5,2,6979.6954314720815
Hennur Road,3 BHK,1192.0,2.0,62.0,3,5201.342281879195
Hennur Road,2 BHK,1036.0,2.0,59.46,2,5739.382239382239
Hennur Road,3 BHK,1891.0,3.0,109.0,3,5764.1459545214175
